0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-792.36383,1.6139507,-0.21505183,0.23275359,-0.03384167,-0.032146297,-0.32979393,-0.18721241,-0.4311237,-0.16414441,-0.0027275337,-0.16030398,-0.15752125,-0.2831706,-0.030439699,-0.08218595,-0.27243286,-0.139726,-0.15418123,-0.24561611,-0.2618622,-0.067897364,-0.26255563,-0.15731026,-0.072150484,-0.16281834,-0.13928798,-0.052040197,-0.16306129,0.06552967,0.013041156,0.07515627,-0.029629989,-0.16607355,-0.1371362,-0.047068525,0.064358376,0.24651685,0.32926357,0.35490352,calm
-797.09503,1.730901,-0.28000236,0.25897768,-0.038929667,-0.11580403,-0.3373614,-0.17593332,-0.53123707,-0.19521566,0.009767961,-0.17420916,-0.19043528,-0.32659784,-0.03966981,-0.088637605,-0.3000659,-0.11921491,-0.19562204,-0.2661182,-0.29257149,-0.09158311,-0.27824453,-0.15248561,-0.1012758,-0.18467431,-0.18985268,-0.085403666,-0.11800613,0.049968954,0.017709484,0.103419594,-0.036965255,-0.1742958,-0.13154496,-0.036379542,0.08825035,0.2731575,0.32666487,0.39283288,calm
-738.9118,1.2823622,-0.5043473,0.27728912,-0.077691376,-0.14669834,-0.41442704,-0.123027705,-0.4964598,-0.19993266,0.025765404,-0.27784657,-0.038110476,-0.1945746,-0.17538324,0.039617304,-0.28589612,-0.18379886,-0.09517377,-0.15002106,-0.24395248,-0.042380508,-0.20556048,-0.19373944,-0.062451016,-0.16054033,-0.22141759,-0.06392091,-0.12208268,-0.022196501,0.03058062,0.022301849,-0.010948571,-0.09011009,-0.17139667,-0.077739716,0.0067486637,0.1710602,0.24004543,0.30666828,happy
-763.3159,1.367325,-0.5410546,0.27132225,-0.024524538,-0.16677731,-0.38247743,-0.12761477,-0.48412335,-0.19587524,0.039734956,-0.28561762,-0.057718877,-0.16165844,-0.2106018,0.021577498,-0.27815726,-0.17654239,-0.08597621,-0.14506859,-0.21310957,-0.046341445,-0.17599119,-0.19756418,-0.08031556,-0.10994848,-0.19083753,-0.07760032,-0.12085074,-0.028173016,0.017917648,0.033501927,-0.03993672,-0.10971062,-0.16018361,-0.093415655,0.0072232825,0.19153531,0.23136784,0.34474915,happy
-750.80347,1.1131341,-0.452745,0.24427766,-0.12869969,-0.10412734,-0.42045054,-0.18656446,-0.43724623,-0.22912653,0.038424626,-0.23164731,-0.054454908,-0.16790171,-0.18820578,0.044764318,-0.30209884,-0.18003055,-0.063108794,-0.19070034,-0.23091766,-0.045472503,-0.1579666,-0.1925393,-0.06819215,-0.12505285,-0.18948652,-0.055267405,-0.11496566,-0.018638691,0.030076193,0.0043822834,-0.0013521899,-0.043941636,-0.12484012,-0.024299808,0.02462288,0.14611426,0.18594362,0.25148696,happy
-707.81085,1.2304133,-0.44394773,0.17010231,-0.14091188,-0.12526649,-0.4489374,-0.19058241,-0.46492764,-0.21538538,0.03873625,-0.26126602,-0.07756629,-0.20038608,-0.25562042,0.05065202,-0.32448164,-0.17157124,-0.04267681,-0.18385851,-0.23263803,-0.055644806,-0.20626658,-0.1784741,-0.1562408,-0.13964939,-0.17202795,-0.06933599,-0.106874734,-0.015555781,0.020814063,0.016151095,-0.02734089,-0.13841312,-0.11980414,-0.06632822,0.0035984786,0.1533688,0.23646948,0.2734865,happy
-651.0824,1.2027128,-0.46049026,0.23428015,-0.07678122,-0.15838447,-0.42175335,-0.17032906,-0.42841336,-0.31732073,-0.00948833,-0.27717873,-0.048807863,-0.088295795,-0.29658473,0.03518258,-0.27179947,-0.23824017,-0.061139654,-0.151466,-0.2601395,-0.056189235,-0.16036876,-0.1907124,-0.1567479,-0.09216212,-0.24936873,-0.09198743,-0.094722986,-0.010195312,0.09480104,0.023571288,-0.05047938,-0.098403856,-0.19365597,-0.017323742,0.08492219,0.32070524,0.31814632,0.3098676,happy
-701.72546,1.203676,-0.5421881,0.2457869,-0.09532515,-0.22920348,-0.45091584,-0.14150251,-0.5571879,-0.25185046,0.020282388,-0.3192733,-0.0521747,-0.14399919,-0.31691653,0.024745604,-0.31445453,-0.21218754,-0.0478019,-0.14328893,-0.28264058,-0.06230789,-0.15825826,-0.2500927,-0.10007785,-0.13637348,-0.25055134,-0.07381078,-0.1393946,-0.024899391,0.077871695,0.03803218,-0.056301724,-0.1294646,-0.23487188,-0.088637896,0.092022695,0.2867743,0.29955637,0.3669352,happy
-655.01166,1.191335,-0.6710286,0.24575865,-0.18789184,-0.25457326,-0.59938395,-0.14738567,-0.55437833,-0.25550145,-0.033325404,-0.25832266,-0.05592603,-0.14050145,-0.3824114,0.0983094,-0.34136474,-0.23245355,-0.063988335,-0.17337252,-0.27812952,-0.11097353,-0.14907952,-0.28889802,-0.15919478,-0.11207321,-0.2487697,-0.09622367,-0.04954137,-0.042260893,0.10844526,0.026484558,-0.07341591,-0.09931381,-0.19676559,-0.05449569,0.15222824,0.27604884,0.32419175,0.36180344,happy
-692.4494,1.2545073,-0.60024226,0.23065485,-0.18440339,-0.185245,-0.5485267,-0.1838111,-0.5411639,-0.33021852,0.015957,-0.3083349,-0.0721306,-0.124960355,-0.38959447,0.026921537,-0.24304886,-0.31161478,-0.05266774,-0.16386607,-0.28109714,-0.13706999,-0.17051019,-0.22420219,-0.23692217,-0.08174204,-0.23953635,-0.109670386,-0.02539303,0.0069149593,0.08075593,0.1037037,-0.11394434,-0.15419056,-0.20281644,-0.0059882645,0.1548675,0.3878329,0.29292342,0.26698005,happy
-789.2246,1.5322943,-0.15437607,0.2457697,0.014465332,-0.10083769,-0.21904927,-0.24903251,-0.42075163,-0.23482266,-0.07996272,-0.12922896,-0.12469303,-0.21521373,-0.07815956,0.035547953,-0.2808372,-0.10777411,-0.11545115,-0.11577913,-0.22058569,-0.06940913,-0.19981824,-0.1536248,-0.055808634,-0.11278503,-0.1699221,-0.07098883,-0.17343475,-0.07977226,-0.082473494,-0.035827436,0.037087396,0.007821462,-0.026516233,-0.00035928705,-0.078548,0.04532164,0.11684202,0.3000397,sad
-782.4805,1.4393106,-0.3347693,0.28959653,-0.012480958,-0.2214452,-0.22893116,-0.22550042,-0.49505356,-0.22121464,-0.09346711,-0.1495749,-0.07246103,-0.2438646,-0.04169928,-0.032882575,-0.273652,-0.17533,-0.12987274,-0.09170676,-0.2103379,-0.026092,-0.16685517,-0.20928869,-0.13655066,-0.10284405,-0.17576149,-0.06280783,-0.1459587,-0.0995117,-0.10865474,-0.09565073,-0.018441098,-0.028086489,0.002890778,-0.00476819,-0.03211195,0.079747796,0.11834832,0.34236732,sad
-787.6796,1.6155707,-0.17134407,0.31091878,-0.01574156,0.015151952,-0.29995346,-0.32666975,-0.48354328,-0.10768367,-0.07269197,-0.22681616,-0.13283549,-0.26158848,-0.007852138,0.05042215,-0.3098438,-0.10655834,-0.08268649,-0.19647264,-0.27882287,-0.07126047,-0.21940747,-0.214944,-0.06804288,-0.16336285,-0.14559396,-0.096153155,-0.16374856,-0.07628477,-0.10756585,-0.017309776,0.035965536,-0.026880302,-0.020068426,0.0054078703,0.008845381,0.071891144,0.19256267,0.349487,sad
-746.4459,1.3659445,-0.34962332,0.2618679,-0.077250175,-0.16166455,-0.21480325,-0.25544173,-0.5215688,-0.18320782,-0.061099324,-0.18255372,-0.08097738,-0.2806647,-0.039008245,-0.01911524,-0.3232981,-0.1313023,-0.093462996,-0.1627928,-0.26346925,-0.116313495,-0.213359,-0.18224719,-0.09969722,-0.12878035,-0.17636672,-0.086928084,-0.15730377,-0.108395636,-0.10942591,-0.009713704,0.015665863,-0.015896345,-0.004513576,-0.04824845,-0.056376565,0.046874426,0.11994957,0.36470735,sad
-736.75867,1.3153098,-0.4157493,0.16834491,-0.00015587373,-0.14328292,-0.24978103,-0.2245846,-0.46470326,-0.17810114,-0.0682773,-0.19470252,-0.053331766,-0.16413388,-0.2031843,0.048900183,-0.20769794,-0.20367658,-0.09928616,-0.070391424,-0.24091049,-0.06135741,-0.08654284,-0.16193429,-0.10991483,-0.06492242,-0.18702112,-0.045911767,-0.14851853,-0.09443439,-0.051887702,-0.04173853,0.015023729,0.07824106,0.022258189,0.036121987,0.047413602,0.0809233,0.20241767,0.23751275,sad
-761.7019,1.1933525,-0.35964778,0.22282399,-0.041373007,-0.21640411,-0.21801826,-0.24147595,-0.4206464,-0.21735977,-0.09682866,-0.1839953,-0.104237646,-0.13503008,-0.22240277,-0.0061147576,-0.23291185,-0.16865748,-0.058193523,-0.09765653,-0.22630873,-0.07613972,-0.119800806,-0.2269197,-0.13253069,-0.07772409,-0.17773432,-0.021750493,-0.15015137,-0.10234514,-0.065036595,-0.02780248,0.036695104,0.036890358,-0.0033706084,0.02509346,-0.003851166,0.06553068,0.1923239,0.2555846,sad
-725.2584,1.2009823,-0.47729358,0.16957481,-0.07378244,-0.12227544,-0.3498085,-0.20598675,-0.513372,-0.29080346,0.033182777,-0.19788352,-0.099936135,-0.097662665,-0.24379975,0.0051554716,-0.17156628,-0.24860524,-0.081873715,-0.111569025,-0.22328441,-0.11848545,-0.07037025,-0.14441657,-0.1945565,-0.07777434,-0.14744577,-0.1247214,-0.060271665,-0.0422943,-0.032067392,0.028581008,-0.016560756,0.0026990606,-0.06986319,-0.01021139,0.01475143,0.15654072,0.21427728,0.25307015,sad
-703.98584,1.2878182,-0.5233859,0.20182285,-0.020456456,-0.18658076,-0.36024436,-0.28350502,-0.56864464,-0.3422978,-0.048690576,-0.22302973,-0.12440282,-0.1213746,-0.2452276,0.015824577,-0.20771506,-0.32005653,-0.10508192,-0.09979336,-0.26346394,-0.15388398,-0.059630968,-0.18859829,-0.21001902,-0.095042296,-0.17497341,-0.15202558,-0.109174676,-0.063072,-0.04310774,0.060007993,-0.0028821193,0.04471359,-0.09044998,0.015840903,0.056659915,0.21227823,0.27656293,0.30085716,sad
-682.4463,1.1632732,-0.44211158,0.26561975,-0.11272254,-0.21656889,-0.13710839,-0.043978285,-0.2921003,-0.18205397,-0.044894733,-0.124795556,-0.055466786,-0.12456531,-0.09013283,-0.0005138337,-0.18345581,-0.11550056,-0.05254642,-0.15336794,-0.17061901,-0.037069224,-0.15841633,-0.08625287,-0.08744215,-0.056870382,-0.14744292,-0.08489727,-0.11320174,-0.07305107,-0.056777257,0.05295192,0.03206787,0.0052020983,-0.084667765,-0.012995842,-0.05359736,0.115873285,0.13765416,0.2033774,angry
-689.3965,1.2355185,-0.43501535,0.29923227,-0.1663997,-0.28194797,-0.14860746,-0.11392845,-0.35617673,-0.10317476,-0.108059034,-0.12229585,-0.05818786,-0.14110118,-0.06321048,-0.061889943,-0.22966191,-0.021772597,-0.14566264,-0.15267226,-0.14788462,-0.08648212,-0.15318067,-0.13122433,-0.08194671,-0.107547946,-0.15311415,-0.053155076,-0.16892155,-0.058532074,-0.02979198,0.07024143,0.02059607,0.022692021,-0.008925722,-0.025929023,-0.0078159645,0.10758515,0.09980014,0.21637465,angry
-689.61176,0.97550887,-0.38976404,0.2666154,-0.08634149,-0.24006632,-0.20579423,-0.06535357,-0.4837774,-0.0934879,-0.11059852,-0.1447126,-0.023742372,-0.12404023,-0.18855982,-0.00011044038,-0.28604245,-0.086555175,-0.095433496,-0.14853561,-0.17756996,-0.113647304,-0.1467041,-0.16916044,-0.09419822,-0.08467892,-0.2201844,-0.058459435,-0.12410767,-0.065399796,-0.026501996,0.0546453,0.02771366,-0.03152872,-0.09925389,-0.05714751,-0.026002478,0.14891955,0.1493636,0.24597204,angry
-634.9448,1.1453398,-0.39618278,0.27701455,-0.18334135,-0.24269748,-0.22040842,-0.081469715,-0.39430627,-0.25818485,-0.06116254,-0.22408326,-0.042650588,-0.16511562,-0.15646759,-0.02135812,-0.30610645,-0.12802278,-0.06410758,-0.2044458,-0.22272529,-0.052274805,-0.21682785,-0.16082095,-0.116474025,-0.065506175,-0.2217771,-0.053305652,-0.15868716,-0.08024295,-0.04343793,-0.028711542,0.026873648,-0.017147271,-0.07169577,0.008039351,-0.0143080875,0.14379327,0.16019054,0.24895592,angry
-608.86804,1.4241935,-0.6876138,0.28201234,-0.2257516,-0.32772323,-0.38554668,-0.03291116,-0.6022771,-0.14416234,-0.051932104,-0.31499967,-0.085456364,-0.13671483,-0.28691682,-0.025821991,-0.24617219,-0.2396783,-0.12396461,-0.14901406,-0.3155297,-0.103068516,-0.21362841,-0.22840223,-0.17463914,-0.08470032,-0.28043136,-0.06964101,-0.1323224,-0.06356403,0.004138935,0.026001632,-0.013640481,0.037879895,-0.03253397,0.0013096038,0.075696915,0.12665753,0.19611245,0.23012346,angry
-675.7265,1.2586495,-0.7124497,0.2547624,-0.16907749,-0.29645067,-0.4130176,-0.06477223,-0.53461134,-0.19348682,-0.011176871,-0.26553512,-0.018768093,-0.107544325,-0.35105842,0.035044122,-0.2913943,-0.17260917,-0.111271754,-0.15013401,-0.30227736,-0.053272136,-0.18455179,-0.19180621,-0.17070352,-0.06853154,-0.2359429,-0.11713884,-0.16714667,-0.105509184,-0.007862841,0.049877167,0.08349575,0.0614055,-0.00053912,0.04452724,0.05580674,0.1940411,0.22084792,0.24241006,angry
-628.93726,0.9980963,-0.66879994,0.1829958,-0.2162069,-0.21864623,-0.45393735,-0.06107373,-0.605183,-0.13812758,-0.0845613,-0.19988121,-0.06581441,-0.13904524,-0.29170355,-0.03298726,-0.27353507,-0.22891085,-0.083237834,-0.14824694,-0.30408743,-0.09470515,-0.21658576,-0.20493464,-0.16874883,-0.061241236,-0.18568295,-0.058151323,-0.14616598,-0.0675418,-0.021323564,-0.0021666333,0.11370369,0.08768675,0.025691913,0.027266653,0.0003611076,0.06709874,0.17495556,0.22319572,angry
-612.79333,1.1971282,-0.6631367,0.08180563,-0.12932208,-0.3535842,-0.43631348,0.02305539,-0.6148813,-0.16753498,0.046551753,-0.3218313,-0.029656082,-0.15767723,-0.31108695,-0.0405672,-0.28972417,-0.16060284,-0.11415409,-0.13015775,-0.30210975,-0.12053676,-0.2205555,-0.16547017,-0.21049008,-0.0610971,-0.22189197,-0.068733595,-0.09982776,0.00040961994,0.03936499,0.10054088,0.082272194,0.06196497,-0.029484576,0.005085804,-0.026685072,0.09252043,0.12618625,0.23265961,angry
-742.68665,1.3273331,-0.49970534,0.29912183,-0.07743867,-0.18486422,-0.31815907,-0.19509076,-0.38597202,-0.24647227,-0.018958928,-0.24164896,-0.08837959,-0.14945997,-0.15837796,0.05192943,-0.30086678,-0.20118682,-0.042794615,-0.16736154,-0.23054585,-0.08211684,-0.17496999,-0.17364225,-0.05254447,-0.10925097,-0.13875388,-0.0015146289,-0.18499883,-0.061597154,-0.09414725,-0.056121316,0.039820865,0.026540034,-0.0034408662,-0.013340578,-0.038741328,0.013180387,0.15636407,0.27095875,fearful
-774.189,1.298832,-0.4989024,0.22657144,-0.05598971,-0.21266264,-0.2805804,-0.19079307,-0.45536596,-0.22817719,-0.005248536,-0.19972518,-0.15170422,-0.16548783,-0.22918434,0.008442111,-0.2191221,-0.17974032,-0.09522713,-0.13573843,-0.25989476,-0.13064198,-0.11426273,-0.21755925,-0.12192801,-0.07834512,-0.20087266,-0.06588189,-0.14865983,-0.11466659,-0.06765732,-0.00421886,0.023774158,0.0408028,-0.017782073,0.022732485,-0.008163991,0.07837314,0.1348658,0.27669692,fearful
-734.5511,1.2501284,-0.36069214,0.15276098,-0.0064676027,-0.14798,-0.3222748,-0.15877904,-0.3703792,-0.31269652,-0.050435867,-0.17944369,-0.12505285,-0.15259483,-0.2012128,-0.03685529,-0.16347001,-0.24025545,-0.13642918,-0.082552835,-0.22948492,-0.15897624,-0.124496005,-0.15997472,-0.22667928,-0.044990275,-0.21919668,-0.08624957,-0.087737896,-0.08449903,0.008919855,0.014647488,0.030233098,0.01012465,-0.093738556,-0.038534105,-0.011861177,0.14070314,0.19203383,0.2907525,fearful
-716.98627,1.2363284,-0.47607973,0.21360794,-0.031408966,-0.20925285,-0.3572926,-0.24760117,-0.4719353,-0.28651702,-0.022381674,-0.2200342,-0.15295114,-0.094800666,-0.22274996,-0.007223526,-0.20223694,-0.30001178,-0.06909627,-0.12538114,-0.25509864,-0.12274585,-0.09740875,-0.20268925,-0.2029244,-0.068435915,-0.23136494,-0.044756044,-0.101745546,-0.07484574,-0.0081575345,0.0169938,0.042670593,0.011745132,-0.05768279,-0.0021154901,0.03228763,0.1485588,0.256957,0.33312407,fearful
-683.5669,1.2215621,-0.446865,0.09715448,-0.035767704,-0.17698352,-0.34268856,-0.12320325,-0.43241993,-0.3209518,-0.012720793,-0.23682731,-0.19481651,-0.08930924,-0.23138048,-0.063399665,-0.17869112,-0.26078877,-0.14164242,-0.03179519,-0.20599426,-0.13464083,-0.09829441,-0.14929171,-0.20558892,-0.057182882,-0.13920568,-0.13922027,-0.097299375,-0.06532659,-0.052976582,0.022322305,0.008801241,0.0012320618,-0.029183269,0.029369451,0.05350695,0.186465,0.18156907,0.16696541,fearful
-665.3837,1.2640727,-0.45314616,0.12012792,-0.024824113,-0.21278024,-0.3562368,-0.11914385,-0.510852,-0.3045052,-0.061812453,-0.21812584,-0.14624426,-0.02091899,-0.3332092,-0.044774573,-0.14679983,-0.3054113,-0.10868824,-0.010522118,-0.2578458,-0.09942438,-0.11305281,-0.105459414,-0.23695198,-0.0686296,-0.09627688,-0.17804062,-0.06362176,-0.034252718,-0.025298117,0.06286081,0.0049188472,-0.030515598,-0.034563772,-0.004915362,0.06514067,0.18153885,0.18825398,0.2190041,fearful
-634.9107,0.9780768,-0.422853,0.14961204,0.06669352,-0.13206366,-0.29280823,-0.14341182,-0.38647994,-0.17307785,-0.018096836,-0.18649988,-0.028940078,-0.091367714,-0.22556208,0.08129521,-0.19463556,-0.21372266,-0.041560575,-0.10596934,-0.19478132,-0.07415768,-0.07583973,-0.1205387,-0.16472316,-0.023755675,-0.16148685,-0.041830603,-0.0862193,-0.044499986,-0.002034413,0.0017883724,-0.012971146,-0.004758065,-0.04639994,0.0340307,0.08676626,0.15207689,0.17022152,0.1883536,fearful
-670.4103,0.96701616,-0.5126224,0.16108929,0.052630417,-0.20334129,-0.31426623,-0.17216992,-0.4252848,-0.18908595,0.0046426663,-0.24194221,-0.00975259,-0.09607373,-0.23695917,0.10013745,-0.21576497,-0.20566536,-0.082894474,-0.10368233,-0.19227488,-0.08995661,-0.09153971,-0.13491668,-0.19905159,-0.018572649,-0.20500478,-0.05539113,-0.10373628,-0.07917388,-0.011750305,-0.006343019,0.004593742,0.029000247,-0.013399984,0.04999415,0.09151689,0.2073921,0.21670832,0.22085491,fearful
-737.4737,0.91664594,-0.83556515,0.07401892,-0.43364394,-0.26641408,-0.06972968,-0.4668215,-0.17719398,-0.08858189,-0.16055305,-0.1510036,-0.33693802,0.12879924,-0.35772797,-0.15135345,-0.046629548,0.19840246,0.33718982,0.56399786,0.40514222,0.23211822,0.05408757,-0.15129107,-0.09929259,0.023780003,-0.04459335,-0.0602441,-0.14013617,-0.1569413,-0.08521043,0.029247656,-0.06651984,-0.13407615,-0.09630459,0.03420171,-0.0046692844,-0.003801079,0.05990951,0.265992,neutral
-713.4137,1.034162,-0.8762356,0.13896826,-0.54258144,-0.25108486,-0.03460744,-0.57505864,-0.1924216,-0.09551316,-0.18663082,-0.14200626,-0.324796,0.12103014,-0.3708671,-0.19843309,-0.07430558,0.17340809,0.31333417,0.61256063,0.42347524,0.26140207,0.07282877,-0.19211052,-0.11994867,0.009217478,-0.014867245,0.020864712,-0.12542038,-0.18317299,-0.085641116,0.035037663,-0.052078944,-0.17831053,-0.10182004,0.038288716,0.004773294,0.041638594,0.075534895,0.25229257,neutral
-713.92065,0.71896106,-0.8486855,0.15912482,-0.521803,-0.2623534,-0.13779056,-0.51857144,-0.2212283,-0.11566398,-0.22601295,-0.12401965,-0.29969305,0.14054926,-0.35513774,-0.14580816,-0.023966746,0.18556286,0.37066215,0.6652267,0.47526753,0.26940736,0.019151608,-0.22102113,-0.107224345,0.02282252,0.02203897,-0.05043441,-0.15696022,-0.19008671,-0.083608955,0.028135601,-0.076372325,-0.16143402,-0.103184335,0.061942905,-0.020762397,0.03252943,0.060639914,0.27223828,neutral
-703.11884,0.93443745,-0.9033918,0.06115818,-0.5418477,-0.33946818,-0.15106437,-0.5855081,-0.22992231,-0.093135744,-0.24265872,-0.1079286,-0.35617703,0.10020187,-0.38580716,-0.16672139,-0.04125602,0.15117456,0.31186852,0.59646606,0.42560786,0.26501396,0.053333726,-0.16671026,-0.10339999,0.03087898,0.032748815,-0.020639272,-0.09935707,-0.20644598,-0.07889483,-0.002337408,-0.05939548,-0.14498113,-0.12271671,0.056407206,-0.044773065,0.036203768,0.057019316,0.2732864,neutral
-737.01575,1.1715738,-0.81800985,-0.056434926,-0.7745551,-0.3039074,0.019392163,-0.6565453,-0.18812308,-0.20600498,-0.24776866,-0.1739896,-0.38777414,0.14338726,-0.20814955,-0.049670085,-0.00012986457,0.14984141,0.30991173,0.6675673,0.59142816,0.54892,0.13950758,-0.3200171,-0.26382744,0.027433347,0.047362957,0.027519032,-0.2745902,-0.19473097,0.060021438,0.18756737,-0.08742741,-0.30508158,-0.19825275,-0.05740208,-0.12450371,-0.014909359,0.15650585,0.39168155,calm
-765.9066,1.2024269,-0.6972916,0.031647496,-0.7337028,-0.26980004,-0.022422979,-0.6071781,-0.15626872,-0.13592732,-0.20648313,-0.24029584,-0.40165174,0.116179936,-0.29001328,-0.047453403,-0.09521464,0.142075,0.27497417,0.545635,0.54669166,0.4200152,0.18287888,-0.27747515,-0.2244303,-0.02401936,0.020561235,0.085631244,-0.23763353,-0.23156168,0.07056529,0.23861654,-0.013529006,-0.23143631,-0.20646025,-0.060039744,-0.11130607,-0.012067263,0.13839887,0.3873244,calm
